,INDEX_,sub_smiles
6,17642,OC
7,17642,[C@@H]R[C@@H]R[C@H]R[C@@]2RC[C@@H]R[C@H]R[C@@H]RO2
8,17642,C
9,17642,O
10,17642,C
11,17642,O
12,17642,O
13,17642,C
14,17642,CRC
15,17642,C
0,17643,CCRNc1cccnc1N1CCNRCC1
1,17643,C
2,17643,CRc2cc3ccRccc3[nH]2
3,17643,=O
4,17643,NSRR=O
5,17643,C
6,17643,=O
0,17644,O=c1ncRccn1[C@H]1C[C@H]R[C@@H]RO1
1,17644,O
2,17644,F
3,17644,COPRROPRRO
4,17644,=O
5,17644,O
6,17644,=O
7,17644,O
0,17645,COc1ccRccRc1OC
1,17645,Cc2cncRnc2N
2,17645,OC
3,17645,N
0,17646,C[N@+]12CC[C@H]RCRC2
1,17646,CC1
2,17646,OCRCRRc1ccccc1
3,17646,=O
4,17646,O
5,17646,c1ccccc1
0,17647,CCRN[C@@H]RCRO
1,17647,=O
2,17647,CS
3,17647,=O
0,17648,CN1CCNRCC1
1,17648,C2=Nc3ccRccc3Nc3ccccc32
2,17648,L
0,17649,Cc1nc2nRCCCC2O
1,17649,cRc1CCN1CCCRCC1
2,17649,=O
3,17649,c3noc4ccRccc34
4,17649,F
0,17650,COc1ccRccRc1OC
1,17650,Nc2ncccRn2
2,17650,OC
3,17650,Nc3ccc4cRn[nH]c4c3
4,17650,C
0,17651,O=CRCCR[O-]
1,17651,[O-]
2,17651,=O
0,17652,CCRc1cRc2cncRnc2nRc1=O
1,17652,=O
2,17652,C
3,17652,Nc3cccRcn3
4,17652,C2CCCC2
5,17652,N4CCNCC4
0,17653,Nc1ncRc2cRNCCRN2
1,17653,=O
2,17653,[nH]1
3,17653,CNc1cccRcc1
4,17653,CRN[C@@H]RCRO
5,17653,=O
6,17653,CCCRO
7,17653,=O
8,17653,=O
0,17654,C[C@H]1CNR[C@H]RCN1CR[C@@]RRCRRF
1,17654,CRc2cccRcc2
2,17654,C
3,17654,=O
4,17654,C
5,17654,O
6,17654,F
7,17654,F
8,17654,=O
9,17654,C#N
0,17655,CCROCROCOPRROCOCROCRC
1,17655,C
2,17655,=O
3,17655,=O
4,17655,CO[C@H]RCn1cnc2cRncnc21
5,17655,=O
6,17655,C
7,17655,C
8,17655,N
0,17656,O=CR/C=C/c1cccRcRc1
1,17656,O
2,17656,O
3,17656,O
0,17657,CC1=CCRN2CCRNRc3cccRcc3C2RO1
1,17657,=O
2,17657,=O
3,17657,C
4,17657,L
5,17657,c2ccccc2
0,17658,O=C1O[C@H]RCR=C1O
1,17658,[C@@H]RCO
2,17658,O
3,17658,O
0,17659,N[C@@H]RCRO
1,17659,CCCR=N[C@@H]RCR=NCCRO
2,17659,=O
3,17659,O
4,17659,CS[C@H]RNRc1cccRcc1
5,17659,O
6,17659,=O
7,17659,O
8,17659,O
9,17659,P
0,17660,CCRn1cRcRc2ccccc21
1,17660,C
2,17660,/C=C/[C@H]RC[C@H]RCCRO
3,17660,-c2cccRcc2
4,17660,O
5,17660,O
6,17660,=O
7,17660,F
0,17661,CN1CC[C@]23c4c5cccRc4O[C@H]2CRCC[C@@]3R[C@H]1C5
1,17661,O
2,17661,=O
3,17661,O
0,17662,CN1CRCCRNRc2ccRccc21
1,17662,=O
2,17662,=O
3,17662,c2ccccc2
4,17662,L
0,17663,CO/N=CRc1cscRn1
1,17663,\CRN[C@@H]1CRN2CR=CRCS[C@H]12
2,17663,N
3,17663,=O
4,17663,=O
5,17663,CRO
6,17663,COCR=O
7,17663,=O
8,17663,C
0,17664,NSRROc1ccc2cRSRRCR=C2
1,17664,=O
2,17664,=O
3,17664,c1
4,17664,=O
5,17664,=O
6,17664,CC1CCCCCC1
0,17665,CCCCC[C@H]1O[C@@H]RC[C@@H]1SC[C@H]RCR=NCCRO
1,17665,O
2,17665,N=CRCC[C@H]RCRO
3,17665,O
4,17665,=O
5,17665,O
6,17665,N
7,17665,=O
0,17666,O=CRCNCRCCC[P@@]RROc1cccRcc1
1,17666,O
2,17666,=O
3,17666,=O
4,17666,O
5,17666,[N+]R[O-]
6,17666,=O
0,17667,O=C1N=c2ccccc2=C1c1[nH]c2ccccc2c1NOCC[C@H]RCO
1,17667,O
0,17668,CNCCC=C1c2ccccc2CCc2ccccc21
0,17669,Cc1nc2cRCCNRc1ccccc1-2
1,17669,[nH]1
2,17669,CRc1cccRcc1
3,17669,=O
4,17669,NCRc3ccccc3-c3ccccc3
5,17669,=O
0,17670,CNRCCRNc1ccc2[nH]cRc3ccccc3c2c1
1,17670,C
2,17670,=O
3,17670,=O
0,17671,CCCOc1ccnc2[nH]ccRc12
1,17671,-c3ccncRn3
2,17671,N
0,17672,NCR=NCCN1CCCCCCC1
1,17672,N
0,17673,CCC1RCRNCRNC1=O
1,17673,c2ccccc2
2,17673,=O
3,17673,=O
0,17674,O=CRc1cccRcRc1Nc1cccRcc1F
1,17674,NOC[C@H]RCO
2,17674,F
3,17674,F
4,17674,I
5,17674,O
0,17675,COCCOc1cncRnc1
1,17675,NSRRc2ccccc2
2,17675,=O
3,17675,=O
0,17676,N[C@H]RCC1CCCCC1
1,17676,CO
0,17677,CCc1cc2cRNRCRCN=C2c1ccccc1L
1,17677,s1
2,17677,C
3,17677,=O
0,17678,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CCRC=C[C@]5R[C@H]4[C@@H]RC[C@]3R[C@]2RO1
1,17678,=O
2,17678,C
3,17678,O
4,17678,C
5,17678,CRCO
6,17678,=O
0,17679,CC1CNc2cRC1
1,17679,cccc2SRRN[C@@H]RCRN2CC[C@@H]RC[C@@H]2CRO
2,17679,=O
3,17679,=O
4,17679,CCCNCRN
5,17679,=O
6,17679,C
7,17679,=O
8,17679,=N
0,17680,COCCCC/CRc1cccRcc1
1,17680,=N\OCCN
2,17680,CRRF
3,17680,F
4,17680,F
0,17681,O=CRN[C@H]RCRN1CCCCC1
1,17681,CNSRRC1CCCCC1
2,17681,CCNc1cc[nH+]cc1
3,17681,=O
4,17681,=O
5,17681,=O
0,17682,COc1ccccc1OCCNCCRCOc1cccc2[nH]c3ccccc3c12
1,17682,O
0,17683,CCOc1cccRcc1
1,17683,NCR=O
2,17683,C
0,17684,CCRc1ccc2oc3ncRcRcc3cRc2c1
1,17684,C
2,17684,N
3,17684,CRO
4,17684,=O
5,17684,=O
0,17685,COCRC1=CR[C@@H]2O[C@H]1CR=C2c1cccRcc1
1,17685,=O
2,17685,CROC
3,17685,c1cccRcc1
4,17685,O
5,17685,=O
6,17685,O
0,17686,CCRC[C@H]RCRN[C@@H]1CO[C@H]RC1
1,17686,C
2,17686,NCRNc1ccccc1
3,17686,=O
4,17686,O
5,17686,=S
0,17687,CCRCCNc1ncnc2c1ncn2[C@@H]1O[C@H]R[C@@H]R[C@H]1O
1,17687,C
2,17687,COPRRO
3,17687,O
4,17687,=O
5,17687,O
0,17688,OCC1=C[C@H]R[C@H]R[C@@H]R[C@@H]1O
1,17688,O
2,17688,O
3,17688,O
0,17689,CCCCC1RCRNCRNC1=O
1,17689,CC
2,17689,=O
3,17689,=O
0,17690,N[C@H]1CNRCRC[C@@H]1c1ccRcRcc1F
1,17690,CCc2ccc3cROCO3
2,17690,=O
3,17690,F
4,17690,F
5,17690,c2
0,17691,Cc1cccRcc1
1,17691,-c2ccRnn2-c2cccRcc2
2,17691,CRRF
3,17691,SRR=O
4,17691,F
5,17691,F
6,17691,N
7,17691,=O
0,17692,CCCCC/C=C\C/C=C\[C@H]RCCRCCCCCRO
1,17692,O
2,17692,=O
3,17692,=O
0,17693,COc1cc2ncRncRc2cc1OC
1,17693,N3CCNRCC3
2,17693,N
3,17693,CRC4CCCO4
4,17693,=O
0,17694,Oc1cccRcc1
1,17694,CCNc2ncRncRn2
2,17694,SCCCc3cccRcc3
3,17694,N3CCNCC3
4,17694,L
0,17695,C[C@H]1O[C@H]R[C@H]R[C@@H]R[C@@H]1N[C@H]1C=CR[C@@H]R[C@H]R[C@H]1O
1,17695,O[C@@H]2[C@@H]RO[C@H]R[C@H]R[C@H]2O
2,17695,O
3,17695,O
4,17695,CO
5,17695,O[C@H]2O[C@H]R[C@@H]R[C@H]R[C@H]2O
6,17695,O
7,17695,CO
8,17695,O
9,17695,O
10,17695,CO
11,17695,O[C@H]3O[C@H]R[C@@H]R[C@H]R[C@H]3O
12,17695,O
13,17695,CO
14,17695,O
15,17695,O
0,17696,Cc1nccRcRc1O
1,17696,COPRRO
2,17696,C=O
3,17696,=O
4,17696,O
0,17697,CCOCR[C@H]1O[C@@H]1CR=N[C@H]R[C@@H]RO
1,17697,=O
2,17697,O
3,17697,CR=N[C@H]R[C@@H]RCC
4,17697,C
5,17697,O
6,17697,CRO
7,17697,C
8,17697,=O
0,17698,FCRRCRP
1,17698,F
2,17698,F
3,17698,L
0,17699,N=CRc1ccc[n+]Rc1
1,17699,O
2,17699,[C@@H]2O[C@H]R[C@@H]R[C@H]2O
3,17699,COPRROPRROC[C@H]3O[C@@H]R[C@H]R[C@@H]3O
4,17699,O
5,17699,=O
6,17699,O
7,17699,=O
8,17699,[O-]
9,17699,n4cnc5cRncnc54
10,17699,OPRRO
11,17699,N
12,17699,=O
13,17699,O
0,17700,CO[C@@H]1[C@@H]R[C@@H]RC[C@@H]R[C@@H]R/C=C/C=C/C[C@@H]ROCRC[C@H]1OCR=O
1,17700,O[C@@H]2O[C@H]R[C@@H]R[C@H]R[C@H]2O
2,17700,CC=O
3,17700,C
4,17700,O
5,17700,C
6,17700,=O
7,17700,C
8,17700,C
9,17700,O[C@H]3C[C@@]RR[C@@H]R[C@H]RO3
10,17700,NRC
11,17700,C
12,17700,O
13,17700,OCRCCRC
14,17700,C
15,17700,C
16,17700,=O
17,17700,C
0,17701,COc1cccRcc1OCc1ccccn1
1,17701,C
0,17702,CCCCn1cRnc2cRncnc21
1,17702,Cc2ccRcRcRc2
2,17702,N
3,17702,OC
4,17702,OC
5,17702,OC
0,17703,COc1ccRccc1O
1,17703,CNCRCCCC/C=C/CRC
2,17703,=O
3,17703,C
0,17704,Lc1ccc2cRCR=Nc1ccccc1O2
1,17704,c1
2,17704,N1CCNCC1
0,17705,Cc1ccccRn1
1,17705,-c2ncRc3ccccc3n2
2,17705,Nc3ccncc3
0,17706,COC[C@@H]RNRC
1,17706,CRO[C@@H]1C/C=C/C=C/CRO[C@H]RC/C=C/[C@H]RC[C@H]RC/C=CR[C@@H]RCC[C@@H]R[C@@H]R[C@@H]1C
2,17706,C
3,17706,=O
4,17706,=O
5,17706,[C@@H]R[C@@H]R[C@@H]RCC[C@@H]R[C@H]R[C@H]R[C@H]R/C=C/NRC=O
6,17706,OC
7,17706,C
8,17706,\C
9,17706,OC
10,17706,C
11,17706,O
12,17706,C
13,17706,O
14,17706,C
15,17706,OCR[C@H]RNRC
16,17706,C
17,17706,OCR=O
18,17706,C
19,17706,C
20,17706,=O
21,17706,C
22,17706,C
23,17706,C
0,17707,NCCCCCCNSRRc1cccc2cRcccc12
1,17707,=O
2,17707,=O
3,17707,L
0,17708,CCRCc1cccRcc1
1,17708,C
2,17708,CRCRO
3,17708,C
4,17708,=O
0,17709,CNRCCCN1c2ccccc2Sc2ccccc21
1,17709,C
0,17710,Cc1nc2cRCSCC2
1,17710,cR[nH]1
2,17710,=O
0,17711,COc1ccRccRc1OC
1,17711,NCc2ccc3ncRncRc3c2C
2,17711,OC
3,17711,N
4,17711,N
0,17712,CCn1ncc2cRcRcnc21
1,17712,NC3CCOCC3
2,17712,CRNCc3ccccc3
3,17712,=O
0,17713,C=CCC1RCRNCRNC1=O
1,17713,CRCC
2,17713,=O
3,17713,=O
4,17713,C
0,17714,C[C@@H]R[C@@H]1NCR[C@H]RNCR[C@@H]RNCR[C@H]RNCR[C@@H]RCSSC[C@@H]RNC1=O
1,17714,O
2,17714,=O
3,17714,CCCCN
4,17714,=O
5,17714,Cc2c[nH]c3ccccc23
6,17714,=O
7,17714,Cc2ccccc2
8,17714,=O
9,17714,NCR[C@H]RCc2ccccc2
10,17714,CRN[C@H]R[C@@H]RO
11,17714,=O
12,17714,N
13,17714,=O
14,17714,CO
15,17714,C
0,17715,O=CRc1cc2ccRccc2[nH]1
1,17715,NC[C@@H]RNRC1CCCC1
2,17715,L
3,17715,O
4,17715,CCO
0,17716,O=CRCCCRO
1,17716,O
2,17716,=O
0,17717,O=C1NCRRCRN1COPRRO
1,17717,c2ccccc2
2,17717,c2ccccc2
3,17717,=O
4,17717,=O
5,17717,O
0,17718,C[C@]12CC[C@H]3[C@@H]R[C@@H]1CC=C2c1cccnc1
1,17718,CC=C4C[C@@H]RCC[C@@]43C
2,17718,O
0,17719,CNCRc1ccRccn1
1,17719,=O
2,17719,Oc2cccRcc2
3,17719,NCRNc3cccRcRc3
4,17719,=O
5,17719,L
6,17719,CRRF
7,17719,F
8,17719,F
0,17720,CCCCPRRCCCN
1,17720,=O
2,17720,O
0,17721,C/C=C1\[C@H]2C=CRC[C@]1Rc1cccR[nH]c1C2
1,17721,C
2,17721,N
3,17721,=O
0,17722,C[C@H]RNCRCc1cR[nH]c2ccccc12
1,17722,CCc1cccRcc1
2,17722,=O
3,17722,-c2ccccc2
4,17722,O
0,17723,NCc1cccRcc1
1,17723,-c2cccs2
0,17724,CSc1ccc2cRNRc1ccccc1S2
1,17724,c1
2,17724,CCC1CCCCN1C
0,17725,CNRCCCn1ccRc2ccccc21
1,17725,C
2,17725,C2=CRCRNC2=O
3,17725,c3c[nH]c4ccccc34
4,17725,=O
0,17726,COc1ccRccc1-n1cncRc1
1,17726,/C=C2\CCCNRC2=O
2,17726,C
3,17726,[C@@H]Rc3cccRcc3
4,17726,C
5,17726,F
0,17727,N[C@H]R[C@H]Rc1cccRcRc1
1,17727,CRO
2,17727,O
3,17727,O
4,17727,O
5,17727,=O
0,17728,NCRNCCC[C@H]RCRO
1,17728,=O
2,17728,N
3,17728,=O
0,17729,CNRCROc1ccc[n+]Rc1
1,17729,C
2,17729,=O
3,17729,C
0,17730,O=CRc1cccRcc1
1,17730,c1cccRcc1
2,17730,-c2ccsc2
3,17730,OC[C@H]2CCCN2
0,17731,O=CRc1cc[nH]n1
1,17731,Nc1ccccc1
0,17732,CC1RS[C@@H]2[C@H]RCRN2[C@H]1CRO
1,17732,C
2,17732,NCR[C@H]Rc3cccRcc3
3,17732,=O
4,17732,=O
5,17732,=O
6,17732,N
7,17732,O
0,17733,NCC1RCCCCC1
1,17733,CCRO
2,17733,=O
0,17734,O=CRCCCRO
1,17734,O
2,17734,=O
0,17735,NCCR=O
1,17735,N
0,17736,NC1=NCCS1
0,17737,CCR=N/CRCR=N[C@H]1CCCCNRC1=O
1,17737,O
2,17737,=C\c1cccRcRc1
3,17737,O
4,17737,Cc2cccRcc2
5,17737,CCRO
6,17737,C=O
7,17737,-c3ccccc3
8,17737,=O
0,17738,Nc1ncRc2ncRcnc2n1
1,17738,N
2,17738,CNc3cccRcc3
3,17738,CRN[C@@H]RCRO
4,17738,=O
5,17738,CCCRO
6,17738,=O
7,17738,=O
0,17739,CCNRCRCRc1ccccc1
1,17739,Cc1ccncc1
2,17739,=O
3,17739,CO
0,17740,NCR[C@@H]RCCCC[NH3+]
1,17740,=O
2,17740,N
0,17741,CO[C@@H]R[C@@H]RC[C@H]RCC[C@H]R[C@H]RCRO
1,17741,Cc1ccccc1
2,17741,C
3,17741,C
4,17741,N
5,17741,C
6,17741,=O
0,17742,O=[As]O[As]=O
0,17743,CCRC[C@H]RCRN[C@@H]1CCNRC1
1,17743,C
2,17743,NCROCc1ccccc1
3,17743,=O
4,17743,C#N
5,17743,=O
0,17744,COCR[C@H]1[C@@H]RCC[C@H]2CN3CCc4cR[C@@H]3C[C@@H]21
1,17744,=O
2,17744,O
3,17744,[nH]c5ccccc45
0,17745,COc1ccRcRcRc1C
1,17745,C
2,17745,SRRN[C@@H]RCR=N[C@H]RCRN2CCCCC2
3,17745,C
4,17745,=O
5,17745,=O
6,17745,CCRO
7,17745,O
8,17745,Cc2cccRcc2
9,17745,=O
10,17745,=O
11,17745,CRN
12,17745,=N
0,17746,CCN[C@@H]RCc1ccccRc1
1,17746,C
2,17746,CRRF
3,17746,F
4,17746,F
0,17747,CCR[C@H]R[P@]RRO[C@H]Rc1ccccRc1
1,17747,C
2,17747,NCROCc1ccccc1
3,17747,=O
4,17747,O
5,17747,CRO
6,17747,CN
7,17747,=O
8,17747,=O
0,17748,C[C@]1RO[C@H]R[C@@H]R[C@H]R[C@H]1O
1,17748,OPRRO
2,17748,CO
3,17748,O
4,17748,O
5,17748,=O
6,17748,O
0,17749,CCRNCCCSRRO
1,17749,=O
2,17749,=O
3,17749,=O
0,17750,CSCCNc1ncRnc2c1ncn2[C@@H]1O[C@H]R[C@@H]R[C@H]1O
1,17750,SCCCRRF
2,17750,COPRROPRRCRRPRRO
3,17750,O
4,17750,F
5,17750,F
6,17750,=O
7,17750,O
8,17750,=O
9,17750,O
10,17750,L
11,17750,L
12,17750,=O
13,17750,O
0,17751,CCRNCCc1cccRcc1
1,17751,=O
2,17751,SRR=O
3,17751,N
4,17751,=O
0,17752,NCRNCc1ccccRc1
1,17752,=O
2,17752,-c2ccccRc2O
3,17752,-c3cc4cnccc4[nH]3
0,17753,O=c1nc[nH]c2c1ncn2[C@@H]1O[C@H]R[C@@H]R[C@H]1O
1,17753,CO
2,17753,O
0,17754,Cc1ccRccRc1Oc1cccRcRc1
1,17754,-n2nccR[nH]c2=O
2,17754,C
3,17754,O
4,17754,CRC
5,17754,=O
6,17754,C
0,17755,O=c1ccc2cccRcc2[nH]1
1,17755,OCCCCN3CCNRCC3
2,17755,c4cccc5sccc45
0,17756,CC1=CC[C@H]2C[C@@H]1[C@H]ROC2RC
1,17756,c1cccRcc1
2,17756,C
3,17756,O
0,17757,C#C[C@]1RCC[C@H]2[C@@H]3CCC4=CCRCC[C@@H]4[C@H]3CC[C@@]21C
1,17757,O
2,17757,=O
0,17758,CCOc1ccRcRcRc1
1,17758,O[C@@H]2CCOC2
2,17758,F
3,17758,[C@@H]RCRO
4,17758,Nc2cccRcc2
5,17758,=O
6,17758,CRN
7,17758,=N
0,17759,CN1CCNRCC1
1,17759,CRO[C@H]2c3nccnc3CRN2c2cccRcn2
2,17759,=O
3,17759,=O
4,17759,L
0,17760,O=CRc1ccccc1C1c2cccRcc2Oc2ccRccc21
1,17760,O
2,17760,O
3,17760,O
0,17761,CC1RCc2cRcRcRn2C1
1,17761,C
2,17761,-c3ccccc3
3,17761,-c3cccRcc3
4,17761,CCRO
5,17761,L
6,17761,=O
0,17762,CCRCCNCR[C@H]RNCR[C@@H]RCCRO
1,17762,C
2,17762,=O
3,17762,CCc1ccccc1
4,17762,=O
5,17762,O
6,17762,=O
0,17763,C[C@]12CC[C@H]3[C@@H]R[C@@H]1CCC2=O
1,17763,CC=C4C[C@@H]RCC[C@@]43C
2,17763,O
0,17764,N=CR[C@]1RO[C@H]R[C@@H]R[C@H]R[C@H]1O
1,17764,O
2,17764,O
3,17764,CO
4,17764,O
5,17764,O
0,17765,CCRRNCCRc1cccRcRc1
1,17765,C
2,17765,C
3,17765,O
4,17765,O
5,17765,CO
0,17766,O=c1ccRoc2c1ccc1ccccc12
1,17766,-c2ccccc2
0,17767,CCCCCCCCCCCCCCCCSRRF
1,17767,=O
2,17767,=O
0,17768,O=C1NRCR=N[C@@]12O[C@H]R[C@@H]R[C@H]R[C@H]2O
1,17768,O
2,17768,O
3,17768,CO
4,17768,O
5,17768,O
0,17769,C=CCRc1cccRcc1
1,17769,=O
2,17769,CCCCCC
0,17770,CCc1cccc2c3cRCRROCC3
1,17770,[nH]c12
2,17770,CC
3,17770,CCRO
4,17770,=O
0,17771,CCCCCC[C@@H]RN=CO
1,17771,C
0,17772,CC#CCOc1cccRcc1
1,17772,SRRCCCS
2,17772,=O
3,17772,=O
0,17773,NCRc1cccnc1
1,17773,=O
0,17774,CCNRCCOc1cccRcc1
1,17774,CC
2,17774,CRc2ccccc2
3,17774,=CRc2ccccc2
4,17774,L
0,17775,Cc1cRc2cRCCCRRO2
1,17775,C
2,17775,cRc1O
3,17775,C
4,17775,COc1cccRcc1
5,17775,C
6,17775,CC3SCRNC3=O
7,17775,=O
0,17776,O=C[C@H]R[C@@H]R[C@@H]R[C@H]RCOPRRO
1,17776,O
2,17776,O
3,17776,O
4,17776,O
5,17776,=O
6,17776,O
0,17777,CNR[C@@H]Rc1ccccc1
1,17777,C
2,17777,CCOc1cccc2ccccc12
0,17778,C[C@]RR[C@@H]RNc1cccRcRc1
1,17778,O
2,17778,COc1cccRcc1
3,17778,O
4,17778,C#N
5,17778,CRRF
6,17778,[N+]R[O-]
7,17778,F
8,17778,F
9,17778,=O
0,17779,COc1ccRc2cR[C@H]1O[C@@H]1C[C@H]R[C@H]RCRC=CC[C@H]ROC2=O
1,17779,O
2,17779,c1
3,17779,O
4,17779,O
5,17779,=O
6,17779,C
0,17780,CO/C=CRc1ccccc1Oc1ccRncn1
1,17780,/CROC
2,17780,Oc2ccccc2C#N
3,17780,=O
0,17781,COc1ccc2ccRccc2c1
1,17781,CCCR=O
2,17781,C
0,17782,CC1=CRCRRCCC1
1,17782,/C=C/CR=C/C=C/CR=C/CRO
2,17782,C
3,17782,C
4,17782,C
5,17782,C
6,17782,=O
0,17783,C[C@H]RCRO
1,17783,N=CR[C@H]RN=CROCRRC
2,17783,=N
3,17783,O
4,17783,C
5,17783,O
6,17783,C
7,17783,C
0,17784,CCRCRCOc1ncRnc2nc[nH]c12
1,17784,C
2,17784,=O
3,17784,N
0,17785,O=CRc1ccc2ccRccc2c1
1,17785,O
2,17785,CRRPRRO
3,17785,F
4,17785,F
5,17785,=O
6,17785,O
0,17786,CCRO[C@H]Rc1ccccc1
1,17786,=O
2,17786,CRNc1cccc2c1CRCRNC2=O
3,17786,=O
4,17786,=O
5,17786,=O
0,17787,NCCCCN
0,17788,NSRRc1cccRcc1
1,17788,=O
2,17788,=O
3,17788,CRNCc2cRcRcRcRc2F
4,17788,=O
5,17788,F
6,17788,F
7,17788,F
8,17788,F
0,17789,CCCCCCO[C@@H]1O[C@H]R[C@H]R[C@H]R[C@H]1O
1,17789,CO
2,17789,O
3,17789,O
0,17790,N=CRc1cccRcc1
1,17790,N
2,17790,C[C@@H]2CCCC[C@@H]RC2=O
3,17790,Cc3cccRcc3
4,17790,CRN
5,17790,=N
0,17791,CNRCRc1cccRcc1
1,17791,C
2,17791,=O
3,17791,SRRc2cccRcRc2
4,17791,=O
5,17791,=O
6,17791,NCR[C@@]RRCRRF
7,17791,L
8,17791,=O
9,17791,C
10,17791,O
11,17791,F
12,17791,F
0,17792,CCRc1ccccRc1OCOPRRO
1,17792,C
2,17792,CRC
3,17792,=O
4,17792,O
5,17792,C
0,17793,O=PRROC[C@H]1O[C@H]R[C@H]R[C@@H]R[C@@H]1O
1,17793,O
2,17793,O
3,17793,O
4,17793,O
5,17793,O
0,17794,NCRC1=CNRC=CC1
1,17794,=O
2,17794,[C@@H]2O[C@H]R[C@@H]R[C@H]2O
3,17794,CO[P@@]RRO[P@@]RROC[C@H]3O[C@@H]R[C@H]R[C@@H]3O
4,17794,O
5,17794,=O
6,17794,O
7,17794,=O
8,17794,O
9,17794,n4cnc5cRncnc54
10,17794,O
11,17794,N
0,17795,CCOCRC1RCCNRCC1
1,17795,=O
2,17795,c2ccccc2
3,17795,C
0,17796,O=C1C[C@@]2RCRNRCRc1cccn12
1,17796,CRN1
2,17796,=O
3,17796,Cc1cccRcc1F
4,17796,=O
5,17796,=O
6,17796,P
0,17797,CCRRc1cccRcc1
1,17797,C
2,17797,C
3,17797,CRCCCN2CCCRCC2
4,17797,O
5,17797,CRRc3ccccc3
6,17797,O
7,17797,c3ccccc3
0,17798,COc1cccRcc1OC1CCCC1
1,17798,C2CN=CRC2
2,17798,O
0,17799,FCRRCRP
1,17799,F
2,17799,F
3,17799,L
0,17800,CCRRc1ccR[nH]n1
1,17800,C
2,17800,C
3,17800,NCRNc2cccRcRc2
4,17800,=O
5,17800,L
6,17800,COc3cccnc3
0,17801,Cc1ccRccRc1
1,17801,C
2,17801,CRNRCRRC
3,17801,=O
4,17801,NCRc2ccc3cROCCO3
5,17801,C
6,17801,C
7,17801,=O
8,17801,c2C
0,17802,N=CRNCCC[C@H]RCRNCCR=O
1,17802,N
2,17802,NCR[C@@H]1CCCN1CR[C@@H]1CSSCCCRN[C@@H]RCRN[C@@H]RCRN[C@@H]RCRN[C@@H]RCRN1
3,17802,=O
4,17802,N
5,17802,=O
6,17802,=O
7,17802,=O
8,17802,Cc2cccRcc2
9,17802,=O
10,17802,Cc2ccccc2
11,17802,=O
12,17802,CCCR=O
13,17802,=O
14,17802,CCR=O
15,17802,=O
16,17802,O
17,17802,N
18,17802,N
0,17803,CNCCCC12CCCRc1ccccc12
1,17803,c3ccccc31
0,17804,Cc1nccRcRc1O
1,17804,COPRRO
2,17804,CNOCCRO
3,17804,=O
4,17804,O
5,17804,=O
0,17805,N=CRNCCC[C@H]RCRO
1,17805,N
2,17805,N
3,17805,=O
0,17806,Cc1nccRcRc1O
1,17806,CO
2,17806,CO
0,17807,CCRRc1oncRc1C[C@H]RCRO
1,17807,C
2,17807,C
3,17807,OCPRRO
4,17807,N
5,17807,=O
6,17807,=O
7,17807,O
0,17808,CCR[C@@H]RCOCc1ccccc1
1,17808,=O
2,17808,N
0,17809,N[C@H]1CRO[C@H]R[C@@H]R[C@@H]1O
1,17809,O
2,17809,CO
3,17809,O
0,17810,NCRCC[C@H]RCRO
1,17810,=O
2,17810,N
3,17810,=O
0,17811,NCR[C@@H]1Cc2ccccc2CN1CRC[C@H]RCc1ccccc1F
1,17811,=O
2,17811,=O
3,17811,N
0,17812,Cn1ccnc1Sc1ccRcRcc1F
1,17812,CRNc2nccs2
2,17812,N
3,17812,=O
0,17813,Cc1c2oc3cRcccRc3nc-2cRcRc1=O
1,17813,C
2,17813,CRN[C@@H]4CRN[C@H]RCRN5CCC[C@H]5CRNRCCRNR[C@@H]RCRO[C@@H]4C
3,17813,CRN[C@@H]2CRN[C@H]RCRN3CCC[C@H]3CRNRCCRNR[C@@H]RCRO[C@@H]2C
4,17813,N
5,17813,=O
6,17813,=O
7,17813,CRC
8,17813,=O
9,17813,=O
10,17813,C
11,17813,=O
12,17813,C
13,17813,CRC
14,17813,=O
15,17813,=O
16,17813,=O
17,17813,CRC
18,17813,=O
19,17813,=O
20,17813,C
21,17813,=O
22,17813,C
23,17813,CRC
24,17813,=O
25,17813,C
26,17813,C
27,17813,C
28,17813,C
0,17814,c1cccRcc1
1,17814,Nc2c[nH]c3ncccc23
0,17815,CCCCn1cRnRcRc2[nH]cRnc21
1,17815,=O
2,17815,Cc2ccccc2F
3,17815,=O
4,17815,Cc3cccRcc3
5,17815,NCR=O
6,17815,C
0,17816,CC/CRc1ccccc1
1,17816,=CRc1cccRcc1
2,17816,\c1ccccc1
3,17816,OCCNRC
4,17816,C
0,17817,O=CRC1N=CRc2ccRccc2NC1=O
1,17817,O
2,17817,c2ccccc2
3,17817,L
0,17818,O=CRc1cc2ccRccc2[nH]1
1,17818,N[C@@H]RCRN1CCRC1
2,17818,L
3,17818,Cc1ccccc1
4,17818,=O
5,17818,CRO
6,17818,=O
0,17819,N=CRN[N+]R[O-]
1,17819,NCCC[C@H]RCRO
2,17819,=O
3,17819,N
4,17819,=O
0,17820,CCRRNC[C@H]RCOc1cccc2c1CCR=N2
1,17820,C
2,17820,C
3,17820,O
4,17820,C#N
0,17821,Cc1cnRcR[nH]c1=O
1,17821,[C@@H]2C[C@@H]3O[C@@]RROC[C@@H]3O2
2,17821,=O
3,17821,c4ccccc4
4,17821,PRRO
5,17821,=O
6,17821,O
0,17822,c1cnRcn1
